사업대분류명,사업중분류명,사업소분류명,사업명,사업내용,이용대상내용,이용방법내용,운영시간내용,문의처내용,대상아동나이,대상관심,대상지역,자세히보기사이트주소,신청하기사이트주소
육아,가사지원, ,가정행복 도시락?밀키트?먹거리 할인(사업종료),"<span	class='color_blue'>다수 협력업체들의 협약종료 및 불경기 상황으로 인하여 2025. 6. 2. 쿠폰지급(5. 27. 신청마감)을 마지막으로, 가정행복 먹거리 밀키트 도시락 할인쿠폰 사업이 종료됩니다.  그동안 사업에 관심을 가져주시고 이용해주셔서 감사합니다. 좋은 사업으로 다시 돌아오겠습니다.</span>  <span	class='color_blue'>서울시 가정행복 도시락 밀키트 먹거리 할인쿠폰 협력사업은 종료됩니다만, 풀무원 측에서 당해 사업의 좋은 취지를 살려 우리 사업을 이용하시던 미성년 양육 가정에 할인 쿠폰 제공을 지속할 예정이라고 합니다.   [풀무원에서 아래와 같은 방법으로 쿠폰 수신을 유지하실 수 있음을 전달드립니다.] #풀무원 사이트(https://shop.pulmuone.co.kr/)에 회원가입하여 '마케팅 활용 동의/광고성 정보 수신동의'하신 분들을 대상으로 1년간 쿠폰 지급이 유지될 예정입니다. (마케팅 수신 및 광고성 정보 수신 미동의 혜택 제공 불가)  </span>  ※ 가정행복 도시락?밀키트?먹거리 할인지원 사업은 서울시 예산 지원 없이 협력사가 사회 공헌 차원에서 쿠폰 비용을 전액 부담하고 있는 사업입니다. ※ 신청 후 '승인대기' 상태로 보이는 것이 정상이며, 대상자에 해당하시는 경우 시스템상 승인 없이 다음달 1일(휴일인 경우 다음날) 쿠폰을 발송해드립니다.   지원 내용  ① 신선 식재료 '오아시스마켓'(https://www.oasis.co.kr/)  :  ‘3/6/9만 원 구매 시 5천/1만/1만 5천 원 할인쿠폰’ 총 4장    * 일부 타 기획전 할인쿠폰 중복 적용 가능(문자 발급 쿠폰 중복 적용 불가능)    * 오아시스마켓 배송상품 모두 사용 가능   ② 신선 식재료, 간편식, 냉동/냉장식품 '#(샵)풀무원'(https://shop.pulmuone.co.kr/)  : ‘3만/4만/8만 원 구매 시 6천/8천/2만원 할인쿠폰’ 각 1장, 총 3장    * 타 쿠폰 및 이벤트와 중복사용 불가  ③  건강한 도시락, 밀키트, 식재료 '그리팅'(https://www.greating.co.kr/)  :  ‘3만/5만 원 구매 시 7천/1만2천원 할인쿠폰’ 각 1장, 총 2장  ④  밀키트 전문 '마이셰프' (https://mychef.kr/)  : ‘2만/3만/5만 원 구매 시 3천/4.5천/7.5천원 할인쿠폰’ 각 1장, 총 3장  ※ GS편의점은 2023년 12월 말로 협약이 종료되었습니다. ※ 칙바이칙, 랭킹닭컴은 2024년 6월 말로 협약이 종료되었습니다. ※ CU, 프레시지, 허닭은 2024년 12월 말로 협약이 종료되었습니다. ※ 그리팅은 2025년 2월 말로 협약이 종료되었습니다.",서울시 거주 18세 이하 자녀 1명 이상 있는 가구(조손가구 포함) * 자녀가 2007. 1. 1. 이후 출생한 경우 신청 가능 * 부모(또는 조부모) 1명당 각각 자녀별 신청 가능,① 오아시스마켓: 문자로 받은 쿠폰 번호를 '오아시스마켓' 어플 또는 사이트에서 등록하여 사용 ② #(샵)풀무원: 문자로 받은 쿠폰 번호를 '#풀무원' 어플 또는 사이트에서 등록하여 온라인 주문 시 사용   ③ 그리팅:  문자로 받은 쿠폰 번호를 '그리팅' 어플 또는 사이트에서 등록하여 온라인 주문 시 사용 ④ 마이셰프:  문자로 받은 쿠폰 번호를 '마이셰프' 사이트에서 등록하여 온라인 주문 시 사용,"1. 신청기간: 매월 20일(휴일인 경우 다음날) 0시 ~27일 23시 59분, 선착순 접수 2. 쿠폰지급: 신청 다음달 1일, 휴일인 경우 다음날",02-120 또는 서울시 가족담당관(02-2133-6551),0세 ~ 18세,육아 - 가사지원,서울시,.,.
결혼,주거지원, ,신혼부부 임차보증금 이자 지원,- 임차보증금 대출금: 최대 3억원(임차보증금의 90% 이내) - 이자지원 금리: 최대 4.5% - 지원기간: 최장 10년(25.11.20. 부터 최장 12년) ※ 자세한 사항은 서울주거포털 공고문 참조,- 대출신청일로부터 혼인신고일 기준 7년 이내 신혼부부 혹은 6개월 이내 결혼(혼인신고) 예정인 예비신혼부부 - 부부합산 연소득 1억3천만원 이하인 자 - 본인 및 배우자 무주택자,- 서울주거포털에 접속하여 대출 추천서 발급 신청,,서울시 전월세종합지원센터 연락처 02-2133-1200~8,연령무관,결혼 - 주거지원,서울시,https://housing.seoul.go.kr/site/main/content/sh01_0400800,.
임신,임신준비지원, ,서울 난자동결 시술 비용 지원,"<span	class='color_red'> 2025년 난자동결 시술비용 지원금 예산이 모두 소진되어 현재 신규신청을 받지 않고 있습니다. 서울시는 지원에 필요한 재원을 마련하기 위해 노력하고 있으며, 준비가 되는대로 신청을 다시 안내드리겠습니다. 시민 여러분의 너그러운 양해와 관심에 감사드립니다.</span>  시술 비용의 50%, 최대 200만원 (생애 1회 지원) - 난자 채취를 위한 사전 검사비 및 시술비(보관료, 입원료, 동결 이후 진료비 등 난자채취와 상관없는 비용 제외) - 시술일 기준 1년이내 신청 지원 가능(단 2023.9.1.이후 시술자부터 지원) ※ 난자 동결  완료 후 가능하며, 난임부부시술지원 사업 등 유사사업과 중복신청 안됨","대한민국 국적을 가지며, 서울시 거주 6개월 이상인 난자동결 시술을 원하는 20~49세 여성 단, 20~29세 여성은 AMH 3.5ng/mL이하인 여성 ※ 예외기준) 20대 대상자 중 난소기능저하 유발 질환 진단을 받은 경우 난소기능수치와 상관없이 지원 - 예외기준의 경우 신청가능 여부 판단을 위해 사전 상담 필수(여성가족재단 02-3280-2049)","난자동결 시술 완료 후 시술일 기준 1년 이내 지원 신청(온라인, 몽땅정보만능키)",,"서울여성가족재단(02-3280-2049), 서울시 건강관리과(02-2133-9493)",연령무관,임신 - 임신준비지원,서울시,https://umppa.seoul.go.kr/hmpg/info/noti/bordContDetail.do?mode=W&bbs_no=1&pst_no=341A93BF7D141432E063A60221628601,https://umppa.seoul.go.kr/hmpg/bich/subf/egfr/appl/applAgreRegistForm.do
결혼,결혼지원, ,신혼부부 결혼ㆍ살림비용 지원,"ㅇ 결혼ㆍ살림 비용 최대 100만원 지원    - 결혼준비 및 혼인살림 장만 관련 비용 지출    ※ 생애 1회 지급   ? 결혼준비 : 혼수, 예식장, 신혼여행, 청첩장 등    ? 혼인살림 : 전자제품, 주방가전, 소형가전, 가구, 주방용품, 침구류 등  ㅇ 지원항목 ① 예식장, 신혼여행, 청첩장 등 ② 가전제품 : 냉장고, 세탁기, 건조기, 에어컨, 공기청정기, TV, 청소기, 전자레인지, 전기밥솥, 인덕션, 가스레인지, 정수기 등 ③ 주방?생활용품 : 냄비, 프라이팬, 칼?도마, 식기세트, 컵?그릇, 믹서기, 커피머신, 토스터기, 다리미, 빨래건조대, 침구류(이불, 베개, 커버 세트), 커튼, 블라인드 등 ④ 가구류 : 침대(매트리스), 옷장, 서랍장, 소파, 식탁, 의자, 책상, 책장, 신발장, 수납장 등    ※ 미지원 항목:스튜디오?드레스?메이크업 비용, 서울시 공공예식장 '더 아름다운 결혼식(wedding.seoulwomen.or.kr)' 결혼장려금(비품비)   ㅇ 지원요건    [거주요건] 2025.7.14. 이후 혼인(초?재혼) 신고한 부부 중 1인 이상 서울 거주      ? 신청일 이전(신청일 포함) 180일 이상 ~ 지급결정일까지 거주       ※ 생애 1회 지원, 부부 중 1명이라도 이미 지원 받은 경우 신청불가    [소득기준] 중위소득 120% 이하      ? 소득 합산 범위 : 혼인(초?재혼) 신고한 배우자와 미성년 자녀(2007년 1월 1일 이후 출생자, 가족관계증명서 제출 시 인정)         ※ 주민등록상 동일세대 여부와 무관하게 가구원에 포함      ? (2025년 월소득) 2인 4,719,190원, 3인 6,030,424원, 4인 7,317,328원         ※ 소득증명원(2024년 귀속)으로 소득금액 확인         ※ 가족관계증명서 상의 미성년 자녀의 경우 가구원 수에 포함, 태아의 경우 가구원 수에 미포함         ※ 배우자와 미성년 자녀는 주민등록상 동일세대 여부와 무관하게 가구원에 포함         ※ 몽땅정보 만능키 > 정책정보 > 소득금액증명원 소득 확인 방법 참고    [국적사항] 부부 중 1인 이상 대한민국 국민      ? 결혼한 이민자(국민의 배우자)로 외국인등록번호가 있는 자  ㅇ 지원제외    - 사실혼 부부, 지원대상자와 배우자 모두 외국인 부부    - 부부 중 1명 이상 해당 사업으로 이미 지원 받은 경우    - 서울시 공공예식장 '더 아름다운 결혼식' 결혼장려금(비품비) 지원 수혜자      ※ 더 아름다운 결혼식 wedding.seoulwomen.or.kr  ㅇ 지원규모 : 1,000가구  ㅇ 소요예산 : 1,000백만원(1,000가구 × 1백만원)   ※ 당해 년도 예산 범위 초과 시, ① 소득수준이 낮은 순 ② 빠른 신청일 ③ 혼인신고일이 빠른 가구 순으로 지원",2025.7.14. 이후 혼인 신고한 부부 중 1인 이상 서울 거주 ※ 혼인관계증명서 '혼인신고일' 기준(※ 외국에서 혼인한 경우 '증서등본제출일' 기준),"ㅇ 몽땅정보 만능키 누리집(umppa.seoul.go.kr) 신청  - 신청기간 : 2025. 10. 13.(월) 09:00 ~ 2025. 10. 24.(금) 23:59까지(12일간)  - 자격검증 및 1차 승인 : 신청일 ~ 2025. 11. 7.(금)까지    ※ 2025. 11. 6.(목)까지 보완요청 미이행 시 1차 승인에서 제외  - 거주확인 및 지급결정 : 2025. 11. 17.(월) ~ 2025. 11. 18.(화)까지   - 지원금 지급시기 : 2025. 12월 중   ㅇ 행정정보공동이용 및 제출서류를 통해 지원자격 검증  - 제출하지 않아도 되는 구비서류 : 주민등록표 등?초본, 소득금액증명원  - 제출해야 하는 구비서류   ①  혼인관계증명서(※ 접수증 불인정, 혼인관계증명서 미제출시 신청불가) ②  배우자의 행정정보 공동이용 사전동의서(위임장 및 배우자의 신분증 사본 포함) ③ 카드 영수증(매출전표) 또는 현금 영수증 필수 제출(※단, 지원항목이 확인되지 않을 경우 지원항목이 기재된 구매내역서 등 추가 제출) ④ 가족관계증명서(자녀가 있을 경우, 가족관계증명서에서 주민등록번호 뒷자리 공개) ⑤ 신청인이 외국인인 경우 외국인등록 사실증명서(※ 서울 거주요건 확인) 등    ※ 구매 영수증은 신청일 이전 1년 이내~신청일 발급분까지 유효   ※ 행정정보공동이용을 통해 지원자격에 필요한 정보가 확인되지 않을 경우 구비서류 제출을 요구할 수 있음   ※ 소득금액증명(2024년 귀속)이 아직 ‘신고확정(결정)’ 처리 중인 경우에는 소득금액 확인이 불가능하므로, 지원이 제한됨  ㅇ 지원금 지급안내 : 2025. 12월 중 신청일 기준 신청자의 거주지 자치구청에서 개별 통보",,02-120,연령무관,결혼 - 결혼지원,서울시,.,.
육아,수당?급여, ,서울형 아이돌봄비 지원,"영아를 키우는 가정에서 조부모(4촌 이내 친인척 포함)가 영아를 돌보는 경우 또는  서울시에서 지정한 민간기관의  아이돌봄서비스를 이용 시 돌봄 비용을 지원(택1)하여 가정의 양육부담 경감  ① 친인척 조력자 아이돌봄비 : 조부모(4촌이내 친인척 포함) 중 1명이 손자녀(조카) 돌봄수행시 지원    ※ 타 시도에 거주하는 조부모(4촌 이내 친인척 포함)도 가능 ② 민간 아이돌봄 서비스 이용권 지원(민간 기관 이용시에도 월 20~40시간 이상 이용시 지원 가능, 개인부담금 발생될 수 있으니 유의바랍니다.)   ○ 맘시터 프로케어 : www.mom-sitter.com/pro/parent/seoul, ☏ 02-2135-1384   ○ 자란다 : www.jaranda.kr/seoul, ☏ 02-574-0128   ○ 우리동네돌봄히어로 : www.woorihero.com, ☏ 02-6232-0323","아래 조건 모두 충족시 지원  1. 부모 및 아동(24개월 ~ 36개월)이 주민등록상 서울시 거주    - (예시) ’22.10월생 : ’24.10.1~’25.10.31.까지 이용 및 지원 가능(월 기준으로 지원, ‘25. 10월이 36개월이 되는 달이므로, ’25.10월 말일까지 돌봄활동 가능)    - 아이와 부 또는 모의 주소가 같아야 함 2. 소득기준 중위소득 150%이하(맞벌이 가정은 부부 합산소득의 25% 경감)    ※ 2025년 기준 중위소득 150% 가구원수별 소득기준(월소득금액 기준, 세전)        - ~3인 : 7,539천원, 4인 : 9,147천원, 5인 : 10,663천원 3. 맞벌이, 한부모, 다자녀 등 양육 공백 가정","1. 신청(매월 1~15일) : 아동이 23개월부터 신청 가능     단, 기존에 정부지원 아이돌봄서비스 자격 판정이 없는 경우 매월 15일 이전에 정부지원 아이돌봄서비스를 신청한 경우만  해당 신청에 적용처리 가능함 「신청서류」 ? (공통) 사회보장급여(아이돌봄서비스) 결정 결과(당해년도 발행분)       ▶ 자격 판정 결과 가구유형 가~다형(중위소득 150%이하)까지 신청가능         ※ 사회보장급여 결정 결과 확인 방법        ① 신규 이용자 : 복지로(www.bokjiro.go.kr)에서 에서 서비스 신청> 복지급여 신청> (영유아)아이돌봄서비스(시간제) 신청 후 판정결과 통보(1주일 내외 소요)             → 판정결과(문자, SNS, 메일 등) 캡처         ② 기존 이용자 : 아이돌봄서비스(https://www.idolbom.go.kr) 홈페이지 > 마이페이지 > 회원정보 아동정보           → 판정 결과가 나와 있는 아동 정보 캡처       (친인척 조력자 신청 시) 아동과 4촌 이내의 친인척임을 확인할 수 있는 가족관계증명서 1부, 수급자 통장사본 1부        ※ 아이돌봄비 수급자은 신청한 부모 또는 조부모(4촌 이내 친인척 포함) 중 선택 가능함.              단, 서울시민인 경우만 수급자(돌봄비 입금 계좌)로 등록 가능  2. 자격확인 및 대상선정(매월 25일까지, 자치구)  3. 돌봄활동 사전 조치(돌봄 이용 전월 말까지)   - 친인척 조력자 아이돌봄비 : 조력자 만능키 회원 가입 및 사전교육 이수    ※ 공지사항 14번 “최종승인 후 해야할 일” 참고 또는 공지 “서울형 아이돌봄비” 교육 동영상>기본교육 2 (러닝타임:8분) 참고     - 민간 아이돌봄 서비스 : 민간 아이돌봄 서비스 기관 선택 및 회원가입      4. 돌봄 활동 또는 민간 서비스 이용(돌봄 이용 월)     - 돌봄 활동은 평일, 주말 및 공휴일에 진행시에도 1일 4시간까지 인정 가능        ※ 주말 및 공휴일 돌봄활동 시에는 야간돌봄시간(22~6시)을 제외한 모든 시간대 내에서 최대 4시간 인정        ※ 어린이집을 다니는 아동의 경우 기본보육시간(9~16시)에는 돌봄활동 시간 불인정  5. 돌봄비 지원(익월 20일)    - 친인척육아조력자형 :  돌봄활동(이용) 기본시간(40시간) 충족시 지원     ※ 영아1명 월30만원, 영아 2명 월45만원, 영아 3명 월60만원     ※ 해당 월 정부지원 아이돌봄 서비스 미 이용 확인 후 지원    - 민간형 : 월 20~40시간 이상 이용시 충족시 실 이용시간에 비례하여 지원                      단, 월 최대한도 시간만큼 이용하지 못하더라도 다음 달로 이월 불가, 월 최소 이용 20시간 충족시 지원 가능    - 돌봄 아동수 별 시간당 지원액(월 지원액 범위)             영아 1명 : 시간당 7,500원 (월 15~30만원 지원)             영아 2명 : 시간당 11,250원(월 22.5~45만원 지원)             영아 3명 : 시간당 15,000원(월 30~60만원 지원)            ※ 해당 월 정부지원 아이돌봄 서비스 미이용 확인 후 지원",「친인척 돌봄활동 유의사항」 1. 친인척의 과도한 육아부담 방지를 위해 일 4시간까지만 돌봄 활동 시간으로 인정함     ※ (예시) 돌봄 시작 시간 : 17시 / 돌봄 종료 시간 : 22시        ⇒ 총 돌봄 인정 시간 = 5시간(시작-종료시간) - 1시간(일 상한 초과 시간) = 4 시간  2. 심야시간(22~06시)은 돌봄 인정시간에서 제외됨  3. 보육료 지원대상(어린이집 이용 아동)의 경우 돌봄활동 시간에서 기본보육시간 (9시~16시)을 공제 후 돌봄시간을 산출함     ※ (예시) 돌봄 시작 시간 : 8시 / 돌봄 종료 시간 : 19시         ⇒ 총 돌봄 인정 시간 = 11시간(시작-종료시간) - 7시간(기본보육시간) = 4 시간  4. 어린이집 등원/하원 시 한번만 돌봄활동으로 시작/종료 QR를 체크할 수 없는 경우      - 등원시에만 돌봄 : 돌봄 시작 시간(QR체크) ~ 9시까지만 인정      - 하원시에만 돌봄 : 16시~ 돌봄 종료 시간(QR체크)까지만 인정  5. 주말/공휴일 돌봄활동시 반드시 시작/종료 QR를 체크해야 함,다산콜센터 02-120 모니터링     02-810-5158 자치구 서울형 아이돌봄비 담당부서 종로구청	02-2148-2994 중구구청	02-3396-5432 용산구청	02-2199-7173 성동구청	02-2286-6878 광진구청	02-450-7554 동대문구청	02-2127-5082 중랑구청	02-2094-1794 성북구청	02-2241-2588 강북구청	02-901-6705 도봉구청	02-2091-3144 노원구청	02-2116-3741 은평구청	02-351-6226 서대문구청	02-330-3840 마포구청	02-3153-8925 양천구청	02-2620-3385 강서구청	02-2600-6765 구로구청	02-860-3016 금천구청	02-2627-1429 영등포구청	02-2670-1623 동작구청	02-820-9236 관악구청	02-879-6134 서초구청	02-2155-6685 강남구청	02-3423-5853 송파구청	02-2147-2788 강동구청	02-3425-5786,2세 ~ 3세,육아 - 수당?급여,서울시,.,https://umppa.seoul.go.kr/hmpg/reca/care/sesu/appl/applSelfRegistForm.do
결혼,결혼지원, ,"청년 1인가구 소셜다이닝, 건강한 밥상(사업종료)","청년 1인가구 대상 조리도구 사용법, 재료 고르는 법 등 기초 중심의 요리교실 및 소통 프로그램 운영 ㅁ 운영자치구 : 동대문구, 은평구, 금천구, 영등포구, 강동구    ※ 타자치구 거주자도 신청 가능합니다.",서울시 거주 또는 생활권인 청년(19~39세) 1인가구,온라인 신청    - 서울시 1인가구 포털(1in.seoul.go.kr) > 지원사업 신청 > '건강한 밥상' 조회 후 원하는 프로그램 선택하여 신청,,자치구별 담당부서    - 동대문구 : 070-7459-3301    - 은평구 : 070-7492-7903    - 금천구 : 02-2627-1467      - 영등포구 : 02-2670-1650    - 강동구 : 02-479-1179,연령무관,결혼 - 결혼지원,서울시,.,.
출산,급여?바우처, ,자녀출산 무주택가구 주거비 지원,최대 월 30만원 주거비 지원(2년간 총 최대 720만원),"※ 지원요건 등 자세한 사항은 모집공고문을 참고해주시기 바랍니다. (몽땅정보만능키 상단 메뉴 중 '정보마당' - '공지사항' - 2025년 하반기 「자녀출산 무주택가구 주거비 지원사업」 신청자 모집 공고')  자격요건 <1> 기본 자격요건   ① 2025.1.1.이후 출산가구    ※입양아는 공고일 기준 출생일로부터 48개월 이하인 아동 ② 공고일 기준 신청자(부 또는 모) 서울시 거주 및 신청자와 자녀 동일 주소    ※부 또는 모 중 한 명 이상은 대한민국 국민이어야 함 ③ 자녀 서울시 출생신고 ④ 출산 후 1년 이내 신청 ⑤ 기준 중위소득 180% 이하 ⑥ 출산가구 대상 주거 관련 정부 및 서울시 정책 수혜자 제외    - 국토부 : 신혼부부전용 전세자금 대출, 신생아 특례 버팀목대출, 청년전용 버팀목전세자금대출, 버팀목 전세자금대출 등     - 서울시 : 청년 및 신혼부부 임차보증금 이자지원, 청년안심주택 임대보증금 지원, 기초생활수급자 주거급여 등  <2> 주거요건 ① 공고일 기준 부, 모 모두 무주택일 것 ② 공고일 기준 공공임대주택 미거주자일 것   ※(SH) 장기전세주택, 청년안심주택 등, (LH) 행복주택, 국민임대 등, 공무원 임대주택 불가   ※단, 공공임대주택 중 민간임대인 경우 신청 가능 ③전세보증금 3억원 또는 보증금 월세 환산액과 월세액을 합산하여 130만원 이하(전월세전환율 5.5% 기준, 만원단위 절사, 주택면적 전용 85㎡ 이하)   ※전세보증금 이자 납부 또는 월세 납부가 있는 경우에만 신청가능  준비서류  - 확정일자 날인된 임대차계약서 전체 사본  - 금융거래확인서, 월세 이체증(해당하는 경우)  - 청약홈 주택소유현황(부, 모 모두 제출)   - 가족관계증명서(부, 모 모두 제출)",몽땅정보 만능키 홈페이지에서 신청 2025. 8. 1. ~ 2025. 10. 31.,,"서울시 여성가족재단(1533-1465), 다산콜센터(120), 서울시 저출생담당관(02-2133-5025)",연령무관,출산 - 급여?바우처,서울시,.,.
육아,돌봄지원, ,질병감염 아동돌봄 서비스,"유치원, 초등학교 등 시설 이용 아동이 전염성 및 유행성 질병 감염 등에 의해 불가피하게 가정양육이 필요한 경우 아이돌보미가 돌봄장소에 직접 찾아가 돌봄 서비스 제공  ※ 정부지원 아이돌봄 서비스는 서울형 아이돌봄비(조부모 돌봄수당 등)와 별개의 사업   - 서울형 아이돌봄비(조부모 돌봄수당 등) 사업에 대한 안내를 원하시면 몽땅정보만능키 누리집 > 출산육아정책 > 공지사항 17번 “[필독] 서울형 아이돌봄비 사업 안내”를 확인","법정 감염병 및 유행성 질병에 감염된 만 12세 이하 사회복지시설, 유치원, 초등학교, 보육시설 등 이용 아동","(일반신청) 시간제, 영아종일제 신청 방법과 동일 (긴급신청) 서비스제공기관(자치구 가족센터 등) 안내에 따라 서비스 이용 * 증빙서류 : 시설 미이용 확인서, 진단서 등",제한없음,가까운 서비스제공기관(자치구 가족센터 등) 연결(1577-2514),0세 ~ 12세,육아 - 돌봄지원,서울시,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000024,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000024
육아,일자리지원, ,서울시 중소기업 워라밸 포인트제,양육친화 및 일?생활 균형을 위한 중소기업의 다양한 노력을 인정하고 중소기업이 아이 키우기 좋은 기업으로 성장할 수 있도록 지원하는 사업 ① 양육친화 및 일?생활 균형 실적에 따른 포인트 적립 ② 적립 포인트에 따른 등급 부여 및 등급별 인센티브 제공,"서울시 내 중소기업 - ?중소기업기본법? 제2조에 따른 중소기업 - 공고일 기준 본사, 주사무소 또는 사업장 중 어느 하나가 서울시 내 소재한 기업   ※ 신청제한 : 국세 또는 지방세 체납, 임금체불, 고용보험 미가입, 그 밖에 사회적 물의를 일으킨 경우, 기타 서울시 중소기업 워라밸 포인트제 사업목적과 취지에 맞지 않는다고 판단되는 기업 등",서울시 중소기업 워라밸 포인트제' 누리집(https://pointseoul.or.kr/)에서 온라인 신청 ※ 그 밖의 세부사항 누리집 참조,,"신청?접수 포인트 산정 : 서울시여성가족재단 저출생대응사업실 일?생활균형사업팀 (☎ 02-810-5214, 5230, 5211) 사업내용, 인센티브 등 : 서울특별시 저출생담당관 (☎ 02-2133-5052)",연령무관,육아 - 일자리지원,서울시,https://pointseoul.or.kr/,.
출산,수당?급여, ,1인 자영업자 등 임산부 출산급여 지원,1인 자영업자 등 임산부 출산급여  90만원 지원 - 1인당 출산급여 240만원 보장 = <고용노동부>고용보험 미적용자 출산급여 150만원 지원 + <서울시> 90만원 지원(※ 다태아 170만원)  유?사산 산모는 임신기간에 따라 아래와 같이 차등지원  - (임신기간 ~ 15주) 단태아 18만원 다태아 66만원 - (임신기간 16주~21주) 단태아 30만원 다태아 110만원 - (임신기간 22주~27주) 단태아 60만원 다태아 140만원 - (임신기간 28주 이상) 단태아 90만원 다태아 170만원,지원대상 출산(유?사산)한 1인 자영업자 및 프리랜서 등 임산부  자격요건 ① 고용노동부 ‘고용보험 미적용자 출산급여’ 수혜자 ② 신청일 기준 서울시 거주 및 자녀 서울시 출생신고 ③ 출산일로부터 1년 이내 신청  준비서류 ① 고용보험 미적용자 출산급여 지급결정통지서(직인 포함) 필수  ※ 발급방법 (문의 대표전화 국번없이 1350)   - 고용24(https://work24.go.kr) 인터넷 발급   * 고용24 마이페이지 → 1. 민원신청 현황 조회 클릭 → 2. 급여신청서 상세화면에서 스크롤 내리기 →  3. 하단 화면에서 통지서 출력 버튼 클릭  - 관할관서 방문 ★ 관서 찾기 https://www.moel.go.kr/minwon/rigion/rigion_C1.do  　  ② 가족관계증명서 ※ 발급방법   - 전자가족관계등록시스템 인터넷 무료발급 https://efamily.scourt.go.kr   처리기간 : 14일(지급결정 후 급여 지급일 개별안내),"몽땅정보 만능키 온라인 신청만 가능  ※ 유의사항  부정수급 모니터링(고용노동부 고용보험 미적용자 출산급여 수혜자 대상) ① (고용노동부) 거짓이나 그 밖의 부정한 방법으로 고용보험 미적용자 출산급여를 청구?지급받은 경우 제제부가금 부과?징수 등 공공재정환수법에 따라 환수 ② (서울특별시) 고용노동부 고용보험 미적용자 출산급여를 부정수급한 경우 제제부가금 부과?징수 등 공공재정환수법에 따라 환수  <span	class='color_blue'> ※ 서울시 1인 자영업자 등 임산부 출산급여를 거짓이나, 그밖의 부정한 방법으로 지급 받았거나 지급 받으려 하는 등 부정 수급 행위가 확인 된 경우  「공공재정 부정청구 금지 및 부정이익 환수 등에 관한 법률」에 의거하여 지급된 급여가 환수 될 수 있으며 최대 5배의 제재부가금이 부과될수 있습니다.</span>",,① 다산콜센터(02-120)  ② 접수 및 지급관련 문의 1	강남구	보육지원과	02-3423-5857 2	강동구	가족정책과	02-3425-5782 3	강북구	여성가족과	02-901-6705 4	강서구	출산보육과	02-2600-5273 5	관악구	여성가족과	02-879-6133 6	광진구	가정복지과	02-450-7079 7	광진구	가정복지과	02-450-7568 8	구로구	가족보육과	02-860-3016 9	금천구	가족정책과	02-2627-1417 10	노원구	가족정책과	02-2116-3722 11	도봉구	가족정책과	02-2091-3143 12	동대문구	가족정책과	02-2127-4254 13	동대문구	가족정책과	02-2127-4253 14	동작구	영유아보육과	02-820-9606 15	동작구	영유아보육과	02-820-9731 16	마포구	건강동행과	02-3153-9072 17	서대문구	가족정책과	02-330-3841 18	서초구	여성보육과	02-2155-6694 19	성동구	영유아과	02-2286-6877 20	성북구	여성가족과	02-2241-2584 21	성북구	여성가족과	02-2241-2583 22	송파구	여성보육과	02-2147-2791 23	양천구	보육정책과	02-2620-4835 24	양천구	보육정책과	02-2620-4848 25	영등포구	보육지원과	02-2670-3352 26	영등포구	보육지원과	02-2670-3362 27	용산구	가족정책과	02-2199-7175 28	용산구	가족정책과	02-2199-7174 29	은평구	가족정책과	02-351-6222 30	종로구	아동복지과	02-2148-2995 31	중구	가족정책과	02-3396-5434 32	중랑구	보육지원과	02-2094-1793,연령무관,출산 - 수당?급여,서울시,.,https://umppa.seoul.go.kr/hmpg/self/preg/appl/applSelfRegistForm.do
